column_1,value,name,club,nation,position,age,link
1146,"€18.00m","Josip Sutalo","GNK Dinamo Zagreb",Croatia,Centre-Back,22,https://fminside.net/players/3-fm-23/24058106-josip-utalo
1147,"€18.00m","Alfonso Pedraza","Villarreal CF",Spain,Left-Back,26,https://fminside.net/players/3-fm-23/67212046-alfonso-pedraza
1148,"€18.00m","Ben Godfrey","Everton FC",England,Centre-Back,24,https://fminside.net/players/3-fm-23/29142372-ben-godfrey
1149,"€18.00m","Konstantinos Tsimikas","Liverpool FC",Greece,Left-Back,26,N/A
1150,"€18.00m","Robin Koch","Leeds United",Germany,Centre-Back,26,https://fminside.net/players/3-fm-23/91147345-robin-koch
1151,"€18.00m","Moussa Niakhaté","Nottingham Forest",Senegal,Centre-Back,26,https://fminside.net/players/3-fm-23/48037362-moussa-niakhate
1152,"€18.00m","Yerry Mina","Everton FC",Colombia,Centre-Back,28,https://fminside.net/players/3-fm-23/76037151-yerry-mina
1153,"€18.00m","Tosin Adarabioyo","Fulham FC",England,Centre-Back,25,https://fminside.net/players/3-fm-23/28100239-tosin-adarabioyo
1154,"€18.00m","Gianluca Mancini","AS Roma",Italy,Centre-Back,26,https://fminside.net/players/3-fm-23/43093502-gianluca-mancini
1155,"€18.00m","Jan Bednarek","Aston Villa",Poland,Centre-Back,26,https://fminside.net/players/3-fm-23/96047750-jan-bednarek
1156,"€18.00m","Nélson Semedo","Wolverhampton Wanderers",Portugal,Right-Back,29,https://fminside.net/players/3-fm-23/55061470-nelson-semedo
1157,"€18.00m","Alessio Romagnoli","SS Lazio",Italy,Centre-Back,27,https://fminside.net/players/3-fm-23/43093395-alessio-romagnoli
1158,"€18.00m","Iñigo Martínez","Athletic Bilbao",Spain,Centre-Back,31,https://fminside.net/players/3-fm-23/67104772-inigo-martinez
1159,"€18.00m","Lewis Dunk","Brighton & Hove Albion",England,Centre-Back,31,https://fminside.net/players/3-fm-23/29036189-lewis-dunk
1160,"€18.00m","Daniel Carvajal","Real Madrid",Spain,Right-Back,30,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1161,"€18.00m","Conor Coady","Everton FC",England,Centre-Back,29,https://fminside.net/players/3-fm-23/28047452-conor-coady
1162,"€17.00m","Marcos Senesi","AFC Bournemouth",Argentina,Centre-Back,25,https://fminside.net/players/3-fm-23/14080605-marcos-senesi
1163,"€17.00m",Dodô,"ACF Fiorentina",Brazil,Right-Back,24,https://fminside.net/players/3-fm-23/19273277-dodo
1164,"€17.00m","Chancel Mbemba","Olympique Marseille","DR Congo",Centre-Back,28,https://fminside.net/players/3-fm-23/18057323-chancel-mbemba
1165,"€17.00m","Jonny Otto","Wolverhampton Wanderers",Spain,Left-Back,28,N/A
1166,"€16.00m","Sergiño Dest","AC Milan","United States",Right-Back,22,https://fminside.net/players/3-fm-23/37065767-sergino-dest
1167,"€16.00m","Mason Holgate","Everton FC",England,Centre-Back,26,https://fminside.net/players/3-fm-23/29128167-mason-holgate
1168,"€16.00m","Kristoffer Ajer","Brentford FC",Norway,Centre-Back,24,https://fminside.net/players/3-fm-23/53110135-kristoffer-ajer
1169,"€16.00m","Douglas Santos","Zenit St. Petersburg",Brazil,Left-Back,28,https://fminside.net/players/3-fm-23/19187721-douglas-santos
1170,"€16.00m","Joel Matip","Liverpool FC",Cameroon,Centre-Back,31,https://fminside.net/players/3-fm-23/91018389-joel-matip
1171,"€15.00m",Morato,"SL Benfica",Brazil,Centre-Back,21,https://fminside.net/players/3-fm-23/19347264-morato
1172,"€15.00m","Ilya Zabarnyi","Dynamo Kyiv",Ukraine,Centre-Back,20,N/A
1173,"€15.00m","Adrien Truffert","Stade Rennais FC",France,Left-Back,21,https://fminside.net/players/3-fm-23/49050736-adrien-truffert
1174,"€15.00m","António Silva","SL Benfica",Portugal,Centre-Back,19,https://fminside.net/players/3-fm-23/83320135-antonio-silva
1175,"€15.00m","Alejandro Balde","FC Barcelona",Spain,Left-Back,19,https://fminside.net/players/3-fm-23/67296654-alejandro-balde
1176,"€15.00m","Malo Gusto","Olympique Lyon",France,Right-Back,19,https://fminside.net/players/3-fm-23/49056280-malo-gusto
1177,"€15.00m",Tuta,"Eintracht Frankfurt",Brazil,Centre-Back,23,https://fminside.net/players/3-fm-23/19290884-tuta
1178,"€15.00m","Tariq Lamptey","Brighton & Hove Albion",Ghana,Right-Back,22,https://fminside.net/players/3-fm-23/28112993-tariq-lamptey
1179,"€15.00m","Lloyd Kelly","AFC Bournemouth",England,Centre-Back,24,https://fminside.net/players/3-fm-23/29158244-lloyd-kelly
1180,"€15.00m","Facundo Medina","RC Lens",Argentina,Centre-Back,23,https://fminside.net/players/3-fm-23/14185869-facundo-medina
1181,"€15.00m","Oumar Solet","Red Bull Salzburg",France,Centre-Back,22,https://fminside.net/players/3-fm-23/49037684-oumar-solet
1182,"€15.00m","Luiz Felipe","Real Betis Balompié",Italy,Centre-Back,25,https://fminside.net/players/3-fm-23/19225765-luiz-felipe
1183,"€15.00m","Konstantinos Mavropanos","VfB Stuttgart",Greece,Centre-Back,25,https://fminside.net/players/3-fm-23/36116501-konstantinos-mavropanos
1184,"€15.00m","Mathías Olivera","SSC Napoli",Uruguay,Left-Back,25,https://fminside.net/players/3-fm-23/78076343-mathias-olivera
1185,"€15.00m","Rasmus Kristensen","Leeds United",Denmark,Right-Back,25,https://fminside.net/players/3-fm-23/27100968-rasmus-kristensen
1186,"€15.00m","Sergio Gómez","Manchester City",Spain,Left-Back,22,https://fminside.net/players/3-fm-23/67258414-sergio-gomez
1187,"€15.00m","Igor Zubeldia","Real Sociedad",Spain,Centre-Back,25,https://fminside.net/players/3-fm-23/67215898-igor-zubeldia
1188,"€15.00m","Manuel Lazzari","SS Lazio",Italy,Right-Back,29,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1189,"€15.00m","Issa Diop","Fulham FC",France,Centre-Back,25,https://fminside.net/players/3-fm-23/85140415-issa-diop
1190,"€15.00m","Attila Szalai",Fenerbahce,Hungary,Centre-Back,24,https://fminside.net/players/3-fm-23/16147693-attila-szalai
1191,"€15.00m","Yeray Álvarez","Athletic Bilbao",Spain,Centre-Back,27,N/A
1192,"€15.00m","Zeki Celik","AS Roma",Turkey,Right-Back,25,https://fminside.net/players/3-fm-23/70097248-zeki-celik
1193,"€15.00m","Matt Targett","Newcastle United",England,Left-Back,27,N/A
1194,"€15.00m","Abdou Diallo","RB Leipzig",Senegal,Centre-Back,26,https://fminside.net/players/3-fm-23/85120721-abdou-diallo
1195,"€15.00m","Daniel Amartey","Leicester City",Ghana,Centre-Back,28,https://fminside.net/players/3-fm-23/93034815-daniel-amartey
1196,"€15.00m","Benjamin Henrichs","RB Leipzig",Germany,Right-Back,25,https://fminside.net/players/3-fm-23/91132680-benjamin-henrichs
1197,"€15.00m","Héctor Bellerín","FC Barcelona",Spain,Right-Back,27,https://fminside.net/players/3-fm-23/28066082-hector-bellerin
1198,"€15.00m","Victor Lindelöf","Manchester United",Sweden,Centre-Back,28,https://fminside.net/players/3-fm-23/93023425-victor-lindelof
1199,"€15.00m","Leonardo Spinazzola","AS Roma",Italy,Left-Back,29,https://fminside.net/players/3-fm-23/43036586-leonardo-spinazzola
1200,"€15.00m","Stefan de Vrij","Inter Milan",Netherlands,Centre-Back,30,https://fminside.net/players/3-fm-23/37001814-stefan-de-vrij
1201,"€15.00m","Kyle Walker","Manchester City",England,Right-Back,32,https://fminside.net/players/3-fm-23/28009441-kyle-walker
1202,"€14.00m","Stephane Singo","Torino FC","Cote d'Ivoire",Right-Back,22,N/A
1203,"€14.00m","Dani Vivian","Athletic Bilbao",Spain,Centre-Back,23,https://fminside.net/players/3-fm-23/67256618-dani-vivian
1204,"€14.00m","Nathan Patterson","Everton FC",Scotland,Right-Back,21,https://fminside.net/players/3-fm-23/61083649-nathan-patterson
1205,"€14.00m","Victor Nelsson",Galatasaray,Denmark,Centre-Back,24,https://fminside.net/players/3-fm-23/27107366-victor-nelsson
1206,"€14.00m","Youcef Atal","OGC Nice",Algeria,Right-Back,26,https://fminside.net/players/3-fm-23/13195823-youcef-atal
1207,"€14.00m","Marash Kumbulla","AS Roma",Albania,Centre-Back,22,https://fminside.net/players/3-fm-23/43296495-marash-kumbulla
1208,"€14.00m","Joakim Maehle","Atalanta BC",Denmark,Left-Back,25,N/A
1209,"€14.00m","Thierry Correia","Valencia CF",Portugal,Right-Back,23,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1210,"€14.00m","Guilherme Arana","Clube Atlético Mineiro",Brazil,Left-Back,25,https://fminside.net/players/3-fm-23/19232508-guilherme-arana
1211,"€14.00m","Mario Hermoso","Atlético de Madrid",Spain,Centre-Back,27,https://fminside.net/players/3-fm-23/67196188-mario-hermoso
1212,"€14.00m","Kevin Danso","RC Lens",Austria,Centre-Back,24,https://fminside.net/players/3-fm-23/91144914-kevin-danso
1213,"€14.00m","Alex Telles","Sevilla FC",Brazil,Left-Back,30,https://fminside.net/players/3-fm-23/19162830-alex-telles
1214,"€14.00m","Duje Caleta-Car","Southampton FC",Croatia,Centre-Back,26,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1215,"€14.00m","Aritz Elustondo","Real Sociedad",Spain,Centre-Back,28,https://fminside.net/players/3-fm-23/67190072-aritz-elustondo
1216,"€14.00m","Lukas Klostermann","RB Leipzig",Germany,Right-Back,26,https://fminside.net/players/3-fm-23/91134708-lukas-klostermann
1217,"€14.00m","Michael Keane","Everton FC",England,Centre-Back,29,https://fminside.net/players/3-fm-23/28047558-michael-keane
1218,"€14.00m","Marcos Acuña","Sevilla FC",Argentina,Left-Back,31,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1219,"€13.00m","Taylor Harwood-Bellis","Burnley FC",England,Centre-Back,20,https://fminside.net/players/3-fm-23/28120046-taylor-harwood-bellis
1220,"€13.00m","Djed Spence","Tottenham Hotspur",England,Right-Back,22,https://fminside.net/players/3-fm-23/29178504-djed-spence
1221,"€13.00m","Ridle Baku","VfL Wolfsburg",Germany,Right-Back,24,https://fminside.net/players/3-fm-23/92079338-ridle-baku
1222,"€13.00m","Jeremiah St. Juste","Sporting CP",Netherlands,Centre-Back,26,N/A
1223,"€13.00m","Guillermo Maripán","AS Monaco",Chile,Centre-Back,28,https://fminside.net/players/3-fm-23/75030680-guillermo-maripan
1224,"€13.00m","Berat Djimsiti","Atalanta BC",Albania,Centre-Back,29,https://fminside.net/players/3-fm-23/98015432-berat-djimsiti
1225,"€13.00m","Kieran Trippier","Newcastle United",England,Right-Back,32,https://fminside.net/players/3-fm-23/28018613-kieran-trippier
1226,"€12.50m","David Hancko","Feyenoord Rotterdam",Slovakia,Centre-Back,25,https://fminside.net/players/3-fm-23/63029353-david-hancko
1227,"€12.00m","Chris Richards","Crystal Palace","United States",Centre-Back,22,https://fminside.net/players/3-fm-23/72051563-chris-richards
1228,"€12.00m","João Mário","FC Porto",Portugal,Right-Back,23,https://fminside.net/players/3-fm-23/55022391-joao-mario
1229,"€12.00m","Joe Scally","Borussia Mönchengladbach","United States",Right-Back,20,https://fminside.net/players/3-fm-23/72051619-joe-scally
1230,"€12.00m","Ben Johnson","West Ham United",England,Right-Back,22,https://fminside.net/players/3-fm-23/28111063-ben-johnson
1231,"€12.00m","Javi Galán","Celta de Vigo",Spain,Left-Back,28,https://fminside.net/players/3-fm-23/67243881-javi-galan
1232,"€12.00m","Ethan Pinnock","Brentford FC",Jamaica,Centre-Back,29,https://fminside.net/players/3-fm-23/89040516-ethan-pinnock
1233,"€12.00m",Marcão,"Sevilla FC",Brazil,Centre-Back,26,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1234,"€12.00m","Tiago Djaló","LOSC Lille",Portugal,Centre-Back,22,https://fminside.net/players/3-fm-23/83169969-tiago-djalo
1235,"€12.00m","Lutsharel Geertruida","Feyenoord Rotterdam",Netherlands,Right-Back,22,https://fminside.net/players/3-fm-23/37064720-lutsharel-geertruida
1236,"€12.00m","Perr Schuurs","Torino FC",Netherlands,Centre-Back,23,https://fminside.net/players/3-fm-23/37062161-perr-schuurs
1237,"€12.00m","Gonzalo Montiel","Sevilla FC",Argentina,Right-Back,26,https://fminside.net/players/3-fm-23/14136122-gonzalo-montiel
1238,"€12.00m","Junior Firpo","Leeds United","Dominican Republic",Left-Back,26,https://fminside.net/players/3-fm-23/67222900-junior-firpo
1239,"€12.00m","Ferdi Kadioglu",Fenerbahce,Turkey,Right-Back,23,https://fminside.net/players/3-fm-23/37060600-ferdi-kadolu
1240,"€12.00m","Ko Itakura","Borussia Mönchengladbach",Japan,Centre-Back,25,https://fminside.net/players/3-fm-23/45092658-ko-itakura
1241,"€12.00m","Owen Wijndal","Ajax Amsterdam",Netherlands,Left-Back,23,https://fminside.net/players/3-fm-23/37058888-owen-wijndal
1242,"€12.00m","Reece Oxford","FC Augsburg",England,Centre-Back,24,https://fminside.net/players/3-fm-23/28101903-reece-oxford
1243,"€12.00m","Maximilian Wöber","Leeds United",Austria,Centre-Back,24,https://fminside.net/players/3-fm-23/16147700-maximilian-wober
1244,"€12.00m","Diego Llorente","Leeds United",Spain,Centre-Back,29,https://fminside.net/players/3-fm-23/67011217-diego-llorente
1245,"€12.00m","Ricardo Pereira","Leicester City",Portugal,Right-Back,29,https://fminside.net/players/3-fm-23/55062009-ricardo-pereira
1246,"€12.00m","Clément Lenglet","Tottenham Hotspur",France,Centre-Back,27,https://fminside.net/players/3-fm-23/85078880-clement-lenglet
1247,"€12.00m",Emerson,"West Ham United",Italy,Left-Back,28,https://fminside.net/players/3-fm-23/19325045-emerson-royal
1248,"€12.00m","Matt Doherty","Tottenham Hotspur",Ireland,Right-Back,30,https://fminside.net/players/3-fm-23/52032335-matt-doherty
1249,"€12.00m",Danilo,"Juventus FC",Brazil,Right-Back,31,https://fminside.net/players/3-fm-23/19099575-danilo
1250,"€12.00m","Dan Burn","Newcastle United",England,Centre-Back,30,https://fminside.net/players/3-fm-23/29061164-dan-burn
1251,"€12.00m","Juan Bernat","Paris Saint-Germain",Spain,Left-Back,29,https://fminside.net/players/3-fm-23/67103536-juan-bernat
1252,"€11.00m",Igor,"ACF Fiorentina",Brazil,Centre-Back,24,https://fminside.net/players/3-fm-23/16199713-igor
1253,"€11.00m","Mykola Matvienko","Shakhtar Donetsk",Ukraine,Centre-Back,26,https://fminside.net/players/3-fm-23/71075952-mykola-matvienko
1254,"€10.00m","Loïc Badé","Sevilla FC",France,Centre-Back,22,https://fminside.net/players/3-fm-23/49039789-loic-bade
1255,"€10.00m","Manu Sánchez","CA Osasuna",Spain,Left-Back,22,https://fminside.net/players/3-fm-23/67284340-manu-sanchez
1256,"€10.00m","Levi Colwill","Brighton & Hove Albion",England,Centre-Back,19,https://fminside.net/players/3-fm-23/28124573-levi-colwill
1257,"€10.00m","Leonardo Balerdi","Olympique Marseille",Argentina,Centre-Back,23,https://fminside.net/players/3-fm-23/14196664-leonardo-balerdi
1258,"€10.00m","Brandon Soppy","Atalanta BC",France,Right-Back,20,https://fminside.net/players/3-fm-23/49048382-brandon-soppy
1259,"€10.00m",Zaidu,"FC Porto",Nigeria,Left-Back,25,https://fminside.net/players/3-fm-23/83169004-zaidu-sanusi
1260,"€10.00m","Amar Dedic","Red Bull Salzburg",Bosnia-Herzegovina,Right-Back,20,https://fminside.net/players/3-fm-23/16283629-amar-dedic
1261,"€10.00m","Brandon Williams","Manchester United",England,Left-Back,22,https://fminside.net/players/3-fm-23/28115834-brandon-williams
1262,"€10.00m","Luke Thomas","Leicester City",England,Left-Back,21,https://fminside.net/players/3-fm-23/28117365-luke-thomas
1263,"€10.00m","Mattia Viti","OGC Nice",Italy,Centre-Back,20,https://fminside.net/players/3-fm-23/43426109-mattia-viti
1264,"€10.00m","Caleb Okoli","Atalanta BC",Italy,Centre-Back,21,https://fminside.net/players/3-fm-23/43372285-caleb-okoli
1265,"€10.00m","Rodrigo Becão","Udinese Calcio",Brazil,Centre-Back,26,https://fminside.net/players/3-fm-23/19249501-rodrigo-becao
1266,"€10.00m","Edgar González","Real Betis Balompié",Spain,Centre-Back,25,https://fminside.net/players/3-fm-23/79031235-edgar-gonzalez
1267,"€10.00m","Anel Ahmedhodzic","Sheffield United",Bosnia-Herzegovina,Centre-Back,23,https://fminside.net/players/3-fm-23/93064994-anel-ahmedhodic
1268,"€10.00m","Lucas Martínez Quarta","ACF Fiorentina",Argentina,Centre-Back,26,https://fminside.net/players/3-fm-23/14110832-lucas-martinez-quarta
1269,"€10.00m","Jaka Bijol","Udinese Calcio",Slovenia,Centre-Back,23,https://fminside.net/players/3-fm-23/62215974-jaka-bijol
1270,"€10.00m","Ozan Kabak","TSG 1899 Hoffenheim",Turkey,Centre-Back,22,https://fminside.net/players/3-fm-23/70110530-ozan-kabak
1271,"€10.00m","Antonee Robinson","Fulham FC","United States",Left-Back,25,https://fminside.net/players/3-fm-23/29125265-antonee-robinson
1272,"€10.00m","Romain Perraud","Southampton FC",France,Left-Back,25,https://fminside.net/players/3-fm-23/48036809-romain-perraud
1273,"€10.00m","Hamari Traoré","Stade Rennais FC",Mali,Right-Back,30,https://fminside.net/players/3-fm-23/30035411-hamari-traore
1274,"€10.00m","Andoni Gorosabel","Real Sociedad",Spain,Right-Back,26,https://fminside.net/players/3-fm-23/67202652-andoni-gorosabel
1275,"€10.00m","Felix Uduokhai","FC Augsburg",Germany,Centre-Back,25,https://fminside.net/players/3-fm-23/91144514-felix-uduokhai
1276,"€10.00m","Samuel Gigot","Olympique Marseille",France,Centre-Back,29,https://fminside.net/players/3-fm-23/48031358-samuel-gigot
1277,"€10.00m","Hans Hateboer","Atalanta BC",Netherlands,Right-Back,28,https://fminside.net/players/3-fm-23/37046941-hans-hateboer
1278,"€10.00m","Scott McKenna","Nottingham Forest",Scotland,Centre-Back,26,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1279,"€10.00m","Rob Holding","Arsenal FC",England,Centre-Back,27,https://fminside.net/players/3-fm-23/29108071-rob-holding
1280,"€10.00m","Calum Chambers","Aston Villa",England,Centre-Back,27,https://fminside.net/players/3-fm-23/29076103-calum-chambers
1281,"€10.00m","Ruben Aguilar","AS Monaco",France,Right-Back,29,https://fminside.net/players/3-fm-23/85046582-ruben-aguilar
1282,"€10.00m","Fabian Schär","Newcastle United",Switzerland,Centre-Back,31,https://fminside.net/players/3-fm-23/98007212-fabian-schar
1283,"€10.00m","Joël Veltman","Brighton & Hove Albion",Netherlands,Right-Back,30,https://fminside.net/players/3-fm-23/37024733-joel-veltman
1284,"€10.00m","Willi Orbán","RB Leipzig",Hungary,Centre-Back,30,https://fminside.net/players/3-fm-23/91011532-willi-orban
1285,"€10.00m","Christian Günter","SC Freiburg",Germany,Left-Back,29,https://fminside.net/players/3-fm-23/91105585-christian-gunter
1286,"€10.00m","James Tavernier","Rangers FC",England,Right-Back,31,https://fminside.net/players/3-fm-23/28016194-james-tavernier
1287,"€9.50m","Cameron Carter-Vickers","Celtic FC","United States",Centre-Back,25,https://fminside.net/players/3-fm-23/28100767-cameron-carter-vickers
1288,"€9.00m","Abakar Sylla","Club Brugge KV","Cote d'Ivoire",Centre-Back,20,https://fminside.net/players/3-fm-23/12094339-abakar-sylla
1289,"€9.00m","Arnau Martínez","Girona FC",Spain,Right-Back,19,https://fminside.net/players/3-fm-23/2000062512-arnau-martinez
1290,"€9.00m","Kiliann Sildillia","SC Freiburg",France,Right-Back,20,https://fminside.net/players/3-fm-23/49048381-kiliann-sildillia
1291,"€9.00m","Tanguy Nianzou","Sevilla FC",France,Centre-Back,20,https://fminside.net/players/3-fm-23/49048365-tanguy-nianzou
1292,"€9.00m","Ian Maatsen","Burnley FC",Netherlands,Left-Back,20,https://fminside.net/players/3-fm-23/28121372-ian-maatsen
1293,"€9.00m","Jhon Lucumí","Bologna FC 1909",Colombia,Centre-Back,24,https://fminside.net/players/3-fm-23/76042952-jhon-lucumi
1294,"€9.00m","Ethan Ampadu","Spezia Calcio",Wales,Centre-Back,22,https://fminside.net/players/3-fm-23/29175064-ethan-ampadu
1295,"€9.00m","Nicolò Casale","SS Lazio",Italy,Centre-Back,24,https://fminside.net/players/3-fm-23/43206174-nicolo-casale
1296,"€9.00m","Josip Juranovic","Celtic FC",Croatia,Right-Back,27,https://fminside.net/players/3-fm-23/24047634-josip-juranovic
1297,"€9.00m","Mitchel Bakker","Bayer 04 Leverkusen",Netherlands,Left-Back,22,https://fminside.net/players/3-fm-23/37063645-mitchel-bakker
1298,"€9.00m","Bright Osayi-Samuel",Fenerbahce,Nigeria,Right-Back,25,https://fminside.net/players/3-fm-23/29143882-bright-osayi-samuel
1299,"€9.00m","Diogo Leite","1.FC Union Berlin",Portugal,Centre-Back,23,https://fminside.net/players/3-fm-23/83111536-diogo-leite
1300,"€9.00m","Luca Pellegrini","Eintracht Frankfurt",Italy,Left-Back,23,https://fminside.net/players/3-fm-23/43252226-luca-pellegrini
1301,"€9.00m","Japhet Tanganga","Tottenham Hotspur",England,Centre-Back,23,https://fminside.net/players/3-fm-23/28106874-japhet-tanganga
1302,"€9.00m","Joe Rodon","Stade Rennais FC",Wales,Centre-Back,25,https://fminside.net/players/3-fm-23/28100477-joe-rodon
1303,"€9.00m","Gustavo Gómez","Sociedade Esportiva Palmeiras",Paraguay,Centre-Back,29,https://fminside.net/players/3-fm-23/79010306-gustavo-gomez
1304,"€9.00m","Rick Karsdorp","AS Roma",Netherlands,Right-Back,27,https://fminside.net/players/3-fm-23/37039938-rick-karsdorp
1305,"€9.00m","Vladimir Coufal","West Ham United","Czech Republic",Right-Back,30,https://fminside.net/players/3-fm-23/25038517-vladimir-coufal
1306,"€9.00m","Nicolás Tagliafico","Olympique Lyon",Argentina,Left-Back,30,https://fminside.net/players/3-fm-23/14008030-nicolas-tagliafico
1307,"€9.00m","Marcos Alonso","FC Barcelona",Spain,Left-Back,32,https://fminside.net/players/3-fm-23/67080310-marcos-alonso
1308,"€9.00m","Stefan Savic","Atlético de Madrid",Montenegro,Centre-Back,31,https://fminside.net/players/3-fm-23/62012567-stefan-savic
1309,"€8.50m","Stanley Nsoki","TSG 1899 Hoffenheim",France,Centre-Back,23,https://fminside.net/players/3-fm-23/48043092-stanley-nsoki
1310,"€8.50m","Sebastiaan Bornauw","VfL Wolfsburg",Belgium,Centre-Back,23,https://fminside.net/players/3-fm-23/18087987-sebastiaan-bornauw
1311,"€8.00m",Kaiky,"UD Almería",Brazil,Centre-Back,18,https://fminside.net/players/3-fm-23/2000015032-kaiky
1312,"€8.00m","Warmed Omari","Stade Rennais FC",France,Centre-Back,22,https://fminside.net/players/3-fm-23/49037825-warmed-omari
1313,"€8.00m","Jacob Greaves","Hull City",England,Centre-Back,22,https://fminside.net/players/3-fm-23/28113416-jacob-greaves
1314,"€8.00m","João Victor","SL Benfica",Brazil,Centre-Back,24,https://fminside.net/players/3-fm-23/19296885-joao-victor
1315,"€8.00m",Abner,"Club Athletico Paranaense",Brazil,Left-Back,22,https://fminside.net/players/3-fm-23/19386116-abner-vinicius
1316,"€8.00m",Matheuzinho,"CR Flamengo",Brazil,Right-Back,22,https://fminside.net/players/3-fm-23/19350687-matheuzinho
1317,"€8.00m","Micky van de Ven","VfL Wolfsburg",Netherlands,Centre-Back,21,https://fminside.net/players/3-fm-23/37084591-micky-van-de-ven
1318,"€8.00m","Devyne Rensch","Ajax Amsterdam",Netherlands,Right-Back,19,https://fminside.net/players/3-fm-23/37073313-devyne-rensch
1319,"€8.00m","Zeno Debast","RSC Anderlecht",Belgium,Centre-Back,19,https://fminside.net/players/3-fm-23/18115016-zeno-debast
1320,"€8.00m","Fabiano Parisi","FC Empoli",Italy,Left-Back,22,https://fminside.net/players/3-fm-23/43429372-fabiano-parisi
1321,"€8.00m","Melvin Bard","OGC Nice",France,Left-Back,22,https://fminside.net/players/3-fm-23/49041157-melvin-bard
1322,"€8.00m","Miguel Gutiérrez","Girona FC",Spain,Left-Back,21,https://fminside.net/players/3-fm-23/67276071-miguel-gutierrez
1323,"€8.00m","Ben Cabango","Swansea City",Wales,Centre-Back,22,https://fminside.net/players/3-fm-23/28109135-ben-cabango
1324,"€8.00m","Nehuén Pérez","Udinese Calcio",Argentina,Centre-Back,22,https://fminside.net/players/3-fm-23/14181374-nehuen-perez
1325,"€8.00m","Josip Stanisic","Bayern Munich",Croatia,Right-Back,22,https://fminside.net/players/3-fm-23/91190673-josip-staniic
1326,"€8.00m","Carlos Cuesta","KRC Genk",Colombia,Centre-Back,23,https://fminside.net/players/3-fm-23/76047487-carlos-cuesta
1327,"€8.00m","Alexander Bah","SL Benfica",Denmark,Right-Back,25,https://fminside.net/players/3-fm-23/27129532-alexander-bah
1328,"€8.00m","Alejandro Catena","Rayo Vallecano",Spain,Centre-Back,28,https://fminside.net/players/3-fm-23/67210735-alejandro-catena
1329,"€8.00m","Jakub Kiwior","Spezia Calcio",Poland,Centre-Back,22,https://fminside.net/players/3-fm-23/96102946-jakub-kiwior
1330,"€8.00m","Ghislain Konan","Al-Nassr FC","Cote d'Ivoire",Left-Back,27,https://fminside.net/players/3-fm-23/83137942-ghislain-konan
1331,"€8.00m","Joe Worrall","Nottingham Forest",England,Centre-Back,25,https://fminside.net/players/3-fm-23/29122252-joe-worrall
1332,"€8.00m","Lucas Veríssimo","SL Benfica",Brazil,Centre-Back,27,https://fminside.net/players/3-fm-23/19249631-lucas-verissimo
1333,"€8.00m","Matheus Reis","Sporting CP",Brazil,Left-Back,27,https://fminside.net/players/3-fm-23/19171604-matheus-reis
1334,"€8.00m","Mouctar Diakhaby","Valencia CF",Guinea,Centre-Back,26,https://fminside.net/players/3-fm-23/48036643-mouctar-diakhaby
1335,"€8.00m","Jamal Lewis","Newcastle United","Northern Ireland",Left-Back,24,https://fminside.net/players/3-fm-23/28105687-jamal-lewis
1336,"€8.00m","Malang Sarr","AS Monaco",France,Centre-Back,23,https://fminside.net/players/3-fm-23/48036830-malang-sarr
1337,"€8.00m","Fran García","Rayo Vallecano",Spain,Left-Back,23,https://fminside.net/players/3-fm-23/67245235-fran-garcia
1338,"€8.00m","Flavius Daniliuc","US Salernitana 1919",Austria,Centre-Back,21,https://fminside.net/players/3-fm-23/91172522-flavius-daniliuc
1339,"€8.00m","Olivier Boscagli","PSV Eindhoven",France,Centre-Back,25,https://fminside.net/players/3-fm-23/48031641-olivier-boscagli
1340,"€8.00m","Eric Bailly","Olympique Marseille","Cote d'Ivoire",Centre-Back,28,https://fminside.net/players/3-fm-23/67191910-eric-bailly
1341,"€8.00m","Jason Denayer","FC Shabab Al-Ahli Dubai",Belgium,Centre-Back,27,https://fminside.net/players/3-fm-23/18081611-jason-denayer
1342,"€8.00m","Domingos Duarte","Getafe CF",Portugal,Centre-Back,27,https://fminside.net/players/3-fm-23/55063355-domingos-duarte
1343,"€8.00m","Alexander Djiku","RC Strasbourg Alsace",Ghana,Centre-Back,28,https://fminside.net/players/3-fm-23/48036760-alexander-djiku
1344,"€8.00m","Marvin Friedrich","Borussia Mönchengladbach",Germany,Centre-Back,27,https://fminside.net/players/3-fm-23/92067018-marvin-friedrich
1345,"€8.00m","Georgiy Dzhikiya","Spartak Moscow",Russia,Centre-Back,29,N/A
1346,"€8.00m","Connor Goldson","Rangers FC",England,Centre-Back,30,https://fminside.net/players/3-fm-23/29062045-connor-goldson
1347,"€8.00m","Chris Smalling","AS Roma",England,Centre-Back,33,https://fminside.net/players/3-fm-23/30022142-chris-smalling
1348,"€8.00m","Mário Rui","SSC Napoli",Portugal,Left-Back,31,https://fminside.net/players/3-fm-23/55027761-mario-rui
1349,"€8.00m","Rafael Tolói","Atalanta BC",Italy,Centre-Back,32,https://fminside.net/players/3-fm-23/19052922-rafael-toloi
